#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 11895
numEdges = 76284
usedAlgorithm = NULL
dataSource = citHepPh
END
#################################################################
SECTION2 (Nodes Information)
202 1.000000 0 2.391845
203 0.239089 5 2.391845
204 1.000000 0 2.391845
205 1.000000 0 2.391845
206 1.000000 0 2.391845
207 1.000000 0 2.391845
208 0.680225 1 2.391845
209 0.680225 1 2.391845
210 1.000000 0 2.391845
211 1.000000 0 2.391845
212 1.000000 0 2.391845
213 0.160424 7 2.391845
214 0.680225 1 2.391845
215 0.680225 1 2.391845
216 0.497284 2 2.391845
217 1.000000 0 2.391845
218 0.019453 22 2.391845
219 1.000000 0 2.391845
220 0.382713 3 2.391845
221 0.300164 4 2.391845
222 0.680225 1 2.391845
223 0.111823 9 2.391845
224 0.024822 20 2.391845
225 0.680225 1 2.391845
226 0.382713 3 2.391845
227 0.382713 3 2.391845
228 0.382713 3 2.391845
229 0.497284 2 2.391845
230 1.000000 0 2.391845
231 0.497284 2 2.391845
232 1.000000 0 2.391845
233 0.680225 1 2.391845
234 1.000000 0 2.391845
235 1.000000 0 2.391845
236 1.000000 0 2.391845
237 1.000000 0 2.391845
238 1.000000 0 2.391845
239 0.300164 4 2.391845
240 0.194373 6 2.391845
241 1.000000 0 2.391845
242 1.000000 0 2.391845
243 0.382713 3 2.391845
244 1.000000 0 2.391845
245 1.000000 0 2.391845
246 1.000000 0 2.391845
247 0.300164 4 2.391845
248 1.000000 0 2.391845
249 0.680225 1 2.391845
250 1.000000 0 2.391845
251 0.160424 7 2.391845
252 0.095970 10 2.391845
253 0.133487 8 2.391845
254 0.497284 2 2.391845
255 0.382713 3 2.391845
256 1.000000 0 2.391845
257 0.497284 2 2.391845
258 0.382713 3 2.391845
259 0.300164 4 2.391845
260 0.382713 3 2.391845
261 1.000000 0 2.391845
262 0.382713 3 2.391845
263 0.497284 2 2.391845
264 0.382713 3 2.391845
265 0.497284 2 2.391845
266 0.680225 1 2.391845
267 1.000000 0 2.391845
268 0.680225 1 2.391845
269 0.382713 3 2.391845
270 0.497284 2 2.391845
271 0.382713 3 2.391845
272 0.497284 2 2.391845
273 0.040769 16 2.391845
274 0.160424 7 2.391845
275 0.680225 1 2.391845
276 1.000000 0 2.391845
277 0.133487 8 2.391845
278 0.382713 3 2.391845
279 0.680225 1 2.391845
280 0.680225 1 2.391845
281 1.000000 0 2.391845
282 1.000000 0 2.391845
283 0.680225 1 2.391845
284 0.680225 1 2.391845
285 1.000000 0 2.391845
286 1.000000 0 2.391845
287 0.239089 5 2.391845
288 0.382713 3 2.391845
289 1.000000 0 2.391845
290 0.680225 1 2.391845
291 1.000000 0 2.391845
292 0.382713 3 2.391845
293 0.160424 7 2.391845
294 1.000000 0 2.391845
295 0.382713 3 2.391845
296 1.000000 0 2.391845
297 0.300164 4 2.391845
298 1.000000 0 2.391845
299 0.382713 3 2.391845
300 1.000000 0 2.391845
301 1.000000 0 2.391845
302 0.680225 1 2.391845
303 0.052801 14 2.391845
304 0.497284 2 2.391845
305 0.382713 3 2.391845
306 0.680225 1 2.391845
307 0.081791 11 2.391845
308 0.382713 3 2.391845
309 1.000000 0 2.391845
310 0.012758 26 2.391845
311 0.497284 2 2.391845
312 0.300164 4 2.391845
313 0.382713 3 2.391845
314 0.239089 5 2.391845
315 0.382713 3 2.391845
316 0.382713 3 2.391845
317 1.000000 0 2.391845
318 0.680225 1 2.391845
319 1.000000 0 2.391845
320 1.000000 0 2.391845
321 1.000000 0 2.391845
322 1.000000 0 2.391845
323 0.680225 1 2.391845
324 1.000000 0 2.391845
325 0.052801 14 2.391845
326 0.680225 1 2.391845
327 0.680225 1 2.391845
328 1.000000 0 2.391845
329 0.111823 9 2.391845
330 1.000000 0 2.391845
331 0.497284 2 2.391845
332 0.239089 5 2.391845
333 1.000000 0 2.391845
334 0.160424 7 2.391845
335 0.497284 2 2.391845
336 0.035622 17 2.391845
337 0.680225 1 2.391845
338 0.133487 8 2.391845
339 1.000000 0 2.391845
340 0.160424 7 2.391845
341 0.382713 3 2.391845
342 0.497284 2 2.391845
343 0.497284 2 2.391845
344 1.000000 0 2.391845
345 0.133487 8 2.391845
346 0.497284 2 2.391845
347 0.239089 5 2.391845
348 0.194373 6 2.391845
349 1.000000 0 2.391845
350 0.081791 11 2.391845
351 0.680225 1 2.391845
352 0.680225 1 2.391845
353 0.160424 7 2.391845
354 0.680225 1 2.391845
355 0.382713 3 2.391845
356 0.497284 2 2.391845
357 0.680225 1 2.391845
358 1.000000 0 2.391845
359 1.000000 0 2.391845
360 0.680225 1 2.391845
361 0.382713 3 2.391845
362 0.382713 3 2.391845
363 0.680225 1 2.391845
364 0.300164 4 2.391845
365 1.000000 0 2.391845
366 0.680225 1 2.391845
367 0.680225 1 2.391845
368 0.300164 4 2.391845
369 0.300164 4 2.391845
370 0.382713 3 2.391845
371 0.194373 6 2.391845
372 0.300164 4 2.391845
373 0.680225 1 2.391845
374 0.382713 3 2.391845
375 0.680225 1 2.391845
376 1.000000 0 2.391845
377 1.000000 0 2.391845
378 1.000000 0 2.391845
379 1.000000 0 2.391845
380 0.680225 1 2.391845
381 0.300164 4 2.391845
382 1.000000 0 2.391845
383 0.680225 1 2.391845
384 0.133487 8 2.391845
385 1.000000 0 2.391845
386 1.000000 0 2.391845
387 1.000000 0 2.391845
388 0.680225 1 2.391845
389 1.000000 0 2.391845
390 0.680225 1 2.391845
391 1.000000 0 2.391845
392 0.680225 1 2.391845
393 1.000000 0 2.391845
394 1.000000 0 2.391845
395 0.069096 12 2.391845
396 1.000000 0 2.391845
397 1.000000 0 2.391845
398 0.382713 3 2.391845
399 0.239089 5 2.391845
400 0.300164 4 2.391845
401 0.239089 5 2.391845
402 0.680225 1 2.391845
403 0.382713 3 2.391845
404 1.000000 0 2.391845
405 1.000000 0 2.391845
406 1.000000 0 2.391845
407 0.680225 1 2.391845
408 0.497284 2 2.391845
409 1.000000 0 2.391845
410 1.000000 0 2.391845
411 0.194373 6 2.391845
412 1.000000 0 2.391845
413 0.194373 6 2.391845
414 0.680225 1 2.391845
415 1.000000 0 2.391845
416 1.000000 0 2.391845
417 1.000000 0 2.391845
418 1.000000 0 2.391845
419 0.497284 2 2.391845
420 0.060412 13 2.391845
421 1.000000 0 2.391845
422 0.133487 8 2.391845
423 0.040769 16 2.391845
424 0.497284 2 2.391845
425 0.300164 4 2.391845
426 1.000000 0 2.391845
427 0.095970 10 2.391845
428 0.680225 1 2.391845
429 0.160424 7 2.391845
430 0.194373 6 2.391845
431 1.000000 0 2.391845
432 0.497284 2 2.391845
433 0.497284 2 2.391845
434 0.382713 3 2.391845
435 0.052801 14 2.391845
436 0.194373 6 2.391845
437 0.497284 2 2.391845
438 1.000000 0 2.391845
439 0.095970 10 2.391845
440 1.000000 0 2.391845
441 0.497284 2 2.391845
442 1.000000 0 2.391845
443 1.000000 0 2.391845
444 0.680225 1 2.391845
445 0.239089 5 2.391845
446 0.300164 4 2.391845
447 0.680225 1 2.391845
448 0.046517 15 2.391845
449 0.011400 27 2.391845
450 0.040769 16 2.391845
451 0.382713 3 2.391845
452 1.000000 0 2.391845
453 1.000000 0 2.391845
454 1.000000 0 2.391845
455 0.069096 12 2.391845
456 0.133487 8 2.391845
457 0.680225 1 2.391845
458 0.300164 4 2.391845
459 0.160424 7 2.391845
460 1.000000 0 2.391845
461 0.111823 9 2.391845
462 0.194373 6 2.391845
463 0.497284 2 2.391845
464 1.000000 0 2.391845
465 0.111823 9 2.391845
466 0.160424 7 2.391845
467 1.000000 0 2.391845
468 0.040769 16 2.391845
469 0.680225 1 2.391845
470 0.680225 1 2.391845
471 0.239089 5 2.391845
472 1.000000 0 2.391845
473 1.000000 0 2.391845
474 0.680225 1 2.391845
475 0.680225 1 2.391845
476 0.382713 3 2.391845
477 0.680225 1 2.391845
478 0.497284 2 2.391845
479 1.000000 0 2.391845
480 1.000000 0 2.391845
481 0.497284 2 2.391845
482 0.300164 4 2.391845
483 0.680225 1 2.391845
484 1.000000 0 2.391845
485 1.000000 0 2.391845
486 0.382713 3 2.391845
487 1.000000 0 2.391845
488 0.002716 44 2.391845
489 0.680225 1 2.391845
490 0.680225 1 2.391845
491 1.000000 0 2.391845
492 1.000000 0 2.391845
493 1.000000 0 2.391845
494 0.300164 4 2.391845
495 0.160424 7 2.391845
496 0.680225 1 2.391845
497 1.000000 0 2.391845
498 1.000000 0 2.391845
499 0.160424 7 2.391845
500 1.000000 0 2.391845
501 1.000000 0 2.391845
502 0.095970 10 2.391845
503 1.000000 0 2.391845
504 0.160424 7 2.391845
505 0.194373 6 2.391845
506 0.680225 1 2.391845
507 0.680225 1 2.391845
508 0.680225 1 2.391845
509 1.000000 0 2.391845
510 0.497284 2 2.391845
511 0.680225 1 2.391845
512 0.095970 10 2.391845
513 0.239089 5 2.391845
514 1.000000 0 2.391845
515 0.680225 1 2.391845
516 0.300164 4 2.391845
517 0.680225 1 2.391845
518 0.239089 5 2.391845
519 0.022074 21 2.391845
520 1.000000 0 2.391845
521 0.680225 1 2.391845
522 1.000000 0 2.391845
523 1.000000 0 2.391845
524 0.013737 25 2.391845
525 0.497284 2 2.391845
526 0.052801 14 2.391845
527 0.009569 29 2.391845
528 0.239089 5 2.391845
529 0.680225 1 2.391845
530 1.000000 0 2.391845
531 0.300164 4 2.391845
532 0.052801 14 2.391845
533 0.239089 5 2.391845
534 0.680225 1 2.391845
535 0.160424 7 2.391845
536 1.000000 0 2.391845
537 0.680225 1 2.391845
538 0.052801 14 2.391845
539 0.382713 3 2.391845
540 0.095970 10 2.391845
541 1.000000 0 2.391845
542 0.382713 3 2.391845
543 0.239089 5 2.391845
544 0.060412 13 2.391845
545 0.497284 2 2.391845
546 0.497284 2 2.391845
547 1.000000 0 2.391845
548 0.040769 16 2.391845
549 0.382713 3 2.391845
550 1.000000 0 2.391845
551 1.000000 0 2.391845
552 1.000000 0 2.391845
553 0.680225 1 2.391845
554 0.382713 3 2.391845
555 0.019453 22 2.391845
556 1.000000 0 2.391845
557 0.680225 1 2.391845
558 0.497284 2 2.391845
559 0.095970 10 2.391845
560 0.497284 2 2.391845
561 0.382713 3 2.391845
562 0.300164 4 2.391845
563 1.000000 0 2.391845
564 0.680225 1 2.391845
565 0.497284 2 2.391845
566 0.680225 1 2.391845
567 0.680225 1 2.391845
568 0.133487 8 2.391845
569 0.497284 2 2.391845
570 0.382713 3 2.391845
571 1.000000 0 2.391845
572 0.040769 16 2.391845
573 0.009569 29 2.391845
574 1.000000 0 2.391845
575 1.000000 0 2.391845
576 1.000000 0 2.391845
577 0.382713 3 2.391845
578 0.239089 5 2.391845
579 1.000000 0 2.391845
580 0.680225 1 2.391845
581 0.497284 2 2.391845
582 0.497284 2 2.391845
583 0.024822 20 2.391845
584 0.680225 1 2.391845
585 0.300164 4 2.391845
586 0.382713 3 2.391845
587 0.015063 24 2.391845
588 0.497284 2 2.391845
589 1.000000 0 2.391845
590 0.031643 18 2.391845
591 0.111823 9 2.391845
592 0.382713 3 2.391845
593 1.000000 0 2.391845
594 1.000000 0 2.391845
595 0.382713 3 2.391845
596 1.000000 0 2.391845
597 0.497284 2 2.391845
598 0.095970 10 2.391845
599 0.680225 1 2.391845
600 0.382713 3 2.391845
601 0.194373 6 2.391845
602 0.382713 3 2.391845
603 0.680225 1 2.391845
604 0.680225 1 2.391845
605 0.046517 15 2.391845
606 0.194373 6 2.391845
607 0.497284 2 2.391845
608 1.000000 0 2.391845
609 0.382713 3 2.391845
610 0.680225 1 2.391845
611 0.081791 11 2.391845
612 0.300164 4 2.391845
613 0.095970 10 2.391845
614 0.680225 1 2.391845
615 0.111823 9 2.391845
616 0.081791 11 2.391845
617 1.000000 0 2.391845
618 1.000000 0 2.391845
619 0.382713 3 2.391845
620 0.239089 5 2.391845
621 0.160424 7 2.391845
622 0.382713 3 2.391845
623 0.497284 2 2.391845
624 0.680225 1 2.391845
625 1.000000 0 2.391845
626 0.040769 16 2.391845
627 0.040769 16 2.391845
628 0.160424 7 2.391845
629 0.497284 2 2.391845
630 0.239089 5 2.391845
631 1.000000 0 2.391845
632 0.382713 3 2.391845
633 0.680225 1 2.391845
634 1.000000 0 2.391845
635 0.300164 4 2.391845
636 0.031643 18 2.391845
637 0.081791 11 2.391845
638 1.000000 0 2.391845
639 1.000000 0 2.391845
640 0.382713 3 2.391845
641 0.194373 6 2.391845
642 0.680225 1 2.391845
643 1.000000 0 2.391845
644 0.680225 1 2.391845
645 0.680225 1 2.391845
646 0.680225 1 2.391845
647 0.680225 1 2.391845
648 0.095970 10 2.391845
649 1.000000 0 2.391845
650 1.000000 0 2.391845
651 0.497284 2 2.391845
652 0.497284 2 2.391845
653 1.000000 0 2.391845
654 0.095970 10 2.391845
655 0.095970 10 2.391845
656 0.069096 12 2.391845
657 0.680225 1 2.391845
658 0.497284 2 2.391845
659 0.300164 4 2.391845
660 0.239089 5 2.391845
661 0.194373 6 2.391845
662 0.040769 16 2.391845
663 1.000000 0 2.391845
664 0.160424 7 2.391845
665 1.000000 0 2.391845
666 0.081791 11 2.391845
667 0.680225 1 2.391845
668 1.000000 0 2.391845
669 0.069096 12 2.391845
670 1.000000 0 2.391845
671 1.000000 0 2.391845
672 0.680225 1 2.391845
673 1.000000 0 2.391845
674 0.035622 17 2.391845
675 1.000000 0 2.391845
676 1.000000 0 2.391845
677 1.000000 0 2.391845
678 1.000000 0 2.391845
679 1.000000 0 2.391845
680 1.000000 0 2.391845
681 0.239089 5 2.391845
682 1.000000 0 2.391845
683 1.000000 0 2.391845
684 0.680225 1 2.391845
685 0.111823 9 2.391845
686 1.000000 0 2.391845
687 0.382713 3 2.391845
688 0.680225 1 2.391845
689 0.239089 5 2.391845
690 1.000000 0 2.391845
691 1.000000 0 2.391845
692 1.000000 0 2.391845
693 0.680225 1 2.391845
694 1.000000 0 2.391845
695 0.133487 8 2.391845
696 0.000663 71 2.391845
697 0.680225 1 2.391845
698 0.497284 2 2.391845
699 0.081791 11 2.391845
700 0.133487 8 2.391845
701 0.497284 2 2.391845
702 0.239089 5 2.391845
703 0.680225 1 2.391845
704 0.680225 1 2.391845
705 0.497284 2 2.391845
706 1.000000 0 2.391845
707 1.000000 0 2.391845
708 1.000000 0 2.391845
709 1.000000 0 2.391845
710 1.000000 0 2.391845
711 0.680225 1 2.391845
712 1.000000 0 2.391845
713 1.000000 0 2.391845
714 1.000000 0 2.391845
715 1.000000 0 2.391845
716 1.000000 0 2.391845
717 0.680225 1 2.391845
718 0.095970 10 2.391845
719 0.133487 8 2.391845
720 0.680225 1 2.391845
721 0.680225 1 2.391845
722 0.680225 1 2.391845
723 1.000000 0 2.391845
724 0.497284 2 2.391845
725 0.006253 34 2.391845
726 0.382713 3 2.391845
727 1.000000 0 2.391845
728 0.239089 5 2.391845
729 1.000000 0 2.391845
730 1.000000 0 2.391845
731 1.000000 0 2.391845
732 0.497284 2 2.391845
733 1.000000 0 2.391845
734 1.000000 0 2.391845
735 0.300164 4 2.391845
736 0.497284 2 2.391845
737 0.300164 4 2.391845
738 0.680225 1 2.391845
739 0.300164 4 2.391845
740 0.194373 6 2.391845
741 0.680225 1 2.391845
742 1.000000 0 2.391845
743 0.111823 9 2.391845
744 0.081791 11 2.391845
745 0.382713 3 2.391845
746 1.000000 0 2.391845
747 0.497284 2 2.391845
748 0.300164 4 2.391845
749 0.497284 2 2.391845
750 0.680225 1 2.391845
751 0.194373 6 2.391845
752 1.000000 0 2.391845
753 0.160424 7 2.391845
754 1.000000 0 2.391845
755 0.382713 3 2.391845
756 0.194373 6 2.391845
757 0.497284 2 2.391845
758 0.069096 12 2.391845
759 1.000000 0 2.391845
760 1.000000 0 2.391845
761 1.000000 0 2.391845
762 0.680225 1 2.391845
763 0.382713 3 2.391845
764 0.680225 1 2.391845
765 0.052801 14 2.391845
766 0.680225 1 2.391845
767 0.300164 4 2.391845
768 1.000000 0 2.391845
769 0.300164 4 2.391845
770 0.680225 1 2.391845
771 0.497284 2 2.391845
772 0.680225 1 2.391845
773 0.133487 8 2.391845
774 0.382713 3 2.391845
775 1.000000 0 2.391845
776 0.194373 6 2.391845
777 0.497284 2 2.391845
778 1.000000 0 2.391845
779 0.382713 3 2.391845
780 0.382713 3 2.391845
781 1.000000 0 2.391845
782 0.081791 11 2.391845
783 1.000000 0 2.391845
784 0.239089 5 2.391845
785 0.300164 4 2.391845
786 0.680225 1 2.391845
787 0.680225 1 2.391845
788 1.000000 0 2.391845
789 0.497284 2 2.391845
790 0.680225 1 2.391845
791 1.000000 0 2.391845
792 1.000000 0 2.391845
793 0.497284 2 2.391845
794 0.497284 2 2.391845
795 0.680225 1 2.391845
796 0.680225 1 2.391845
797 0.095970 10 2.391845
798 1.000000 0 2.391845
799 1.000000 0 2.391845
800 0.680225 1 2.391845
801 0.680225 1 2.391845
802 0.680225 1 2.391845
803 0.497284 2 2.391845
804 1.000000 0 2.391845
805 0.382713 3 2.391845
806 1.000000 0 2.391845
807 1.000000 0 2.391845
808 0.497284 2 2.391845
809 1.000000 0 2.391845
810 0.069096 12 2.391845
811 0.133487 8 2.391845
812 0.382713 3 2.391845
813 0.497284 2 2.391845
814 0.300164 4 2.391845
815 0.239089 5 2.391845
816 0.300164 4 2.391845
817 0.052801 14 2.391845
818 0.133487 8 2.391845
819 0.497284 2 2.391845
820 1.000000 0 2.391845
821 1.000000 0 2.391845
822 0.111823 9 2.391845
823 0.680225 1 2.391845
824 0.081791 11 2.391845
825 0.111823 9 2.391845
826 0.680225 1 2.391845
827 1.000000 0 2.391845
828 0.382713 3 2.391845
829 0.008305 31 2.391845
830 0.497284 2 2.391845
831 0.239089 5 2.391845
832 0.052801 14 2.391845
833 1.000000 0 2.391845
834 0.382713 3 2.391845
835 1.000000 0 2.391845
836 0.497284 2 2.391845
837 1.000000 0 2.391845
838 1.000000 0 2.391845
839 0.239089 5 2.391845
840 0.382713 3 2.391845
841 0.194373 6 2.391845
842 0.680225 1 2.391845
843 1.000000 0 2.391845
844 0.111823 9 2.391845
845 0.239089 5 2.391845
846 1.000000 0 2.391845
847 0.497284 2 2.391845
848 0.194373 6 2.391845
849 0.497284 2 2.391845
850 0.052801 14 2.391845
851 0.680225 1 2.391845
852 0.680225 1 2.391845
853 0.052801 14 2.391845
854 0.300164 4 2.391845
855 0.680225 1 2.391845
856 1.000000 0 2.391845
857 0.095970 10 2.391845
858 0.040769 16 2.391845
859 0.160424 7 2.391845
860 1.000000 0 2.391845
861 1.000000 0 2.391845
862 0.095970 10 2.391845
863 1.000000 0 2.391845
864 0.497284 2 2.391845
865 0.680225 1 2.391845
866 1.000000 0 2.391845
867 1.000000 0 2.391845
868 0.239089 5 2.391845
869 0.497284 2 2.391845
870 0.680225 1 2.391845
871 0.497284 2 2.391845
872 0.680225 1 2.391845
873 0.239089 5 2.391845
874 0.680225 1 2.391845
875 1.000000 0 2.391845
876 0.300164 4 2.391845
877 0.194373 6 2.391845
878 0.300164 4 2.391845
879 1.000000 0 2.391845
880 0.194373 6 2.391845
881 0.382713 3 2.391845
882 1.000000 0 2.391845
883 0.680225 1 2.391845
884 0.497284 2 2.391845
885 0.095970 10 2.391845
886 0.382713 3 2.391845
887 1.000000 0 2.391845
888 0.052801 14 2.391845
889 0.680225 1 2.391845
890 1.000000 0 2.391845
891 0.497284 2 2.391845
892 0.680225 1 2.391845
893 0.239089 5 2.391845
894 0.497284 2 2.391845
895 0.497284 2 2.391845
896 1.000000 0 2.391845
897 1.000000 0 2.391845
898 0.497284 2 2.391845
899 0.680225 1 2.391845
900 0.680225 1 2.391845
901 1.000000 0 2.391845
902 0.497284 2 2.391845
903 0.160424 7 2.391845
904 0.680225 1 2.391845
905 1.000000 0 2.391845
906 0.680225 1 2.391845
907 0.680225 1 2.391845
908 0.680225 1 2.391845
909 1.000000 0 2.391845
910 1.000000 0 2.391845
911 1.000000 0 2.391845
912 0.194373 6 2.391845
913 1.000000 0 2.391845
914 0.133487 8 2.391845
915 0.680225 1 2.391845
916 0.194373 6 2.391845
917 1.000000 0 2.391845
918 1.000000 0 2.391845
919 1.000000 0 2.391845
920 1.000000 0 2.391845
921 0.680225 1 2.391845
922 1.000000 0 2.391845
923 0.497284 2 2.391845
924 1.000000 0 2.391845
925 1.000000 0 2.391845
926 0.194373 6 2.391845
927 0.680225 1 2.391845
928 1.000000 0 2.391845
929 0.111823 9 2.391845
930 0.382713 3 2.391845
931 0.680225 1 2.391845
932 0.194373 6 2.391845
933 0.300164 4 2.391845
934 1.000000 0 2.391845
935 0.382713 3 2.391845
936 0.300164 4 2.391845
937 0.497284 2 2.391845
938 1.000000 0 2.391845
939 0.497284 2 2.391845
940 0.680225 1 2.391845
941 0.300164 4 2.391845
942 1.000000 0 2.391845
943 0.069096 12 2.391845
944 0.160424 7 2.391845
945 0.300164 4 2.391845
946 0.680225 1 2.391845
947 1.000000 0 2.391845
948 0.680225 1 2.391845
949 0.300164 4 2.391845
950 0.194373 6 2.391845
951 0.111823 9 2.391845
952 1.000000 0 2.391845
953 1.000000 0 2.391845
954 1.000000 0 2.391845
955 0.497284 2 2.391845
956 0.497284 2 2.391845
957 0.680225 1 2.391845
958 0.300164 4 2.391845
959 1.000000 0 2.391845
960 0.680225 1 2.391845
961 0.133487 8 2.391845
962 0.680225 1 2.391845
963 1.000000 0 2.391845
964 0.680225 1 2.391845
965 1.000000 0 2.391845
966 0.300164 4 2.391845
967 0.239089 5 2.391845
968 0.300164 4 2.391845
969 1.000000 0 2.391845
970 0.680225 1 2.391845
971 1.000000 0 2.391845
